url_path,views_total,views_unique
/exmergo/dex,333,89
/exmergo/dex/pulls,93,4
/exmergo/dex/issues,49,2
/exmergo/dex/releases,44,1
/exmergo/dex/actions,40,1
/exmergo/dex/branches,19,4
/exmergo/dex/stargazers,18,1
/exmergo/dex/releases/new,17,1
/exmergo/dex/pull/58,12,2
/exmergo/dex/pull/4,11,2
