url_path,views_total,views_unique
/exmergo/dex/pulls,180,4
/exmergo/dex,158,37
/exmergo/dex/issues,70,5
/exmergo/dex/pull/422,19,2
/exmergo/dex/pull/421,13,2
/exmergo/dex/pull/250,9,2
/exmergo/dex/pull/420,8,2
/exmergo/dex/pull/425,8,2
/exmergo/dex/pull/442,8,1
/exmergo/dex/pull/443,8,1
