url_path,views_total,views_unique
/exmergo/dex,401,120
/exmergo/dex/pulls,279,4
/exmergo/dex/issues,151,4
/exmergo/dex/branches,35,5
/exmergo/dex/pull/118,23,3
/exmergo/dex/pull/98,16,2
/exmergo/dex/pull/99,15,4
/exmergo/dex/actions,15,2
/exmergo/dex/stargazers,15,1
/exmergo/dex/pull/68,14,2
