url_path,views_total,views_unique
/exmergo/dex/pulls,265,4
/exmergo/dex,176,44
/exmergo/dex/issues,104,6
/exmergo/dex/pull/422,19,2
/exmergo/dex/actions,18,2
/exmergo/dex/pull/394,15,2
/exmergo/dex/pull/400,13,2
/exmergo/dex/pull/421,13,2
/exmergo/dex/pull/395,11,3
/exmergo/dex/pull/399,11,3
